80hari_09_verne_128kb_0173|oléh karena kapal itoe mendapat moeatan jang berat berat  maka koeranglah berlénggangnja|oléh karena kapal itoe mendapat moeatan jang berat berat  maka koeranglah berlénggangnja
80hari_09_verne_128kb_0183|ditepi langit kelihatanlah goenoeng goenoeng dari djaoeh berbajang bajang|ditepi langit kelihatanlah goenoeng goenoeng dari djaoeh berbajang bajang
80hari_09_verne_128kb_0190|maka dengan perhitoengan jang amat baik|maka dengan perhitoengan jang amat baik
80hari_10_verne_128kb_0014|perlahan lahan perserikatan itoe mengambil beberapa bahagian tanah hindia ditambahkan kepada tanah jang soedah mendjadi miliknja|perlahan lahan perserikatan itoe mengambil beberapa bahagian tanah hindia ditambahkan kepada tanah jang soedah mendjadi miliknja
80hari_10_verne_128kb_0043|memberi perintah jang perloe kepada boedjangnja dan mengingatkan kepadanja|memberi perintah jang perloe kepada boedjangnja dan mengingatkan kepadanja
80hari_10_verne_128kb_0070|phileas fogg bertanja poela|phileas fogg bertanja poela
80hari_10_verne_128kb_0083|bahwa ialah seorang detectief jang tengah mengikoet si pentjoeri  fogg|bahwa ialah seorang detectief jang tengah mengikoet si pentjoeri  fogg
80hari_10_verne_128kb_0128|dengan berbagai bagai keramaian berdjalan keliling kota dan ada djoega permainan tandak|dengan berbagai bagai keramaian berdjalan keliling kota dan ada djoega permainan tandak
80hari_11_verne_128kb_0001|maka keréta api jang dinaiki oléh phileas fogg itoe berangkatlah pada waktoe jang ditentoekan|maka keréta api jang dinaiki oléh phileas fogg itoe berangkatlah pada waktoe jang ditentoekan
80hari_11_verne_128kb_0005|saudagar saudagar madat dan nila|saudagar saudagar madat dan nila
80hari_11_verne_128kb_0015|dari ketjil ia tinggal tetap ditanah hindia dan djarang djarang tinggal dinegeri inggeris|dari ketjil ia tinggal tetap ditanah hindia dan djarang djarang tinggal dinegeri inggeris
80hari_11_verne_128kb_0039|phileas fogg tiada menjemboenjikan maksoednja mengelilingi doenia itoe kepada djenderal itoe|phileas fogg tiada menjemboenjikan maksoednja mengelilingi doenia itoe kepada djenderal itoe
80hari_11_verne_128kb_0049|jang berdasar batoe basalt dan poentjaknja ditoemboehi pohon pohonan sebangsa tjemara|jang berdasar batoe basalt dan poentjaknja ditoemboehi pohon pohonan sebangsa tjemara
80hari_11_verne_128kb_0061|tetapi toean fogg  sekarangpoen boléh dapat kesoesahan  karena perboeatan boedjang toean di bombay|tetapi toean fogg  sekarangpoen boléh dapat kesoesahan  karena perboeatan boedjang toean di bombay
80hari_11_verne_128kb_0063|sebab itoe ia ta  mengetahoei akan pertjakapan kedoea toean itoe tentang dirinja|sebab itoe ia ta  mengetahoei akan pertjakapan kedoea toean itoe tentang dirinja
80hari_11_verne_128kb_0074|soedah itoe pertjakapan meréka berhenti lagi|soedah itoe pertjakapan meréka berhenti lagi
80hari_11_verne_128kb_0087|tembakau  pala  tjengkih dan meritja|tembakau  pala  tjengkih dan meritja
80hari_11_verne_128kb_0097|dan tampaklah disitoe beberapa ékor gadjah jang seolah olah melihat keréta api jang berlari amat tjepat itoe|dan tampaklah disitoe beberapa ékor gadjah jang seolah olah melihat keréta api jang berlari amat tjepat itoe
80hari_11_verne_128kb_0122|betapa perasaan hati passepartout mengikoet toeannja dalam perdjalanannja itoe|betapa perasaan hati passepartout mengikoet toeannja dalam perdjalanannja itoe
80hari_11_verne_128kb_0137|oléhnja akan perboeatannja jang ta  lajak ketika sampai ke bombay itoe|oléhnja akan perboeatannja jang ta  lajak ketika sampai ke bombay itoe
80hari_11_verne_128kb_0149|bahwa pemberian hadiah jang seperti itoe hanja boléh dilakoekan kepada machinist kapal|bahwa pemberian hadiah jang seperti itoe hanja boléh dilakoekan kepada machinist kapal
80hari_11_verne_128kb_0156|arlodji poesaka kepoenjaannja itoe selaloe menoeroet djam di london menoeroet meridiaan di greenwich|arlodji poesaka kepoenjaannja itoe selaloe menoeroet djam di london menoeroet meridiaan di greenwich
80hari_11_verne_128kb_0162|maka harinja lebih péndék empat menit dalam tiap tiap graad jang dilaloeinja|maka harinja lebih péndék empat menit dalam tiap tiap graad jang dilaloeinja
80hari_11_verne_128kb_0167|djam poekoel delapan pagi keréta api berhentilah pada soeatoe tempat didalam rimba jang djaoehnja dari rothal lima belas mijl|djam poekoel delapan pagi keréta api berhentilah pada soeatoe tempat didalam rimba jang djaoehnja dari rothal lima belas mijl
80hari_11_verne_128kb_0171|phileas fogg memandang kepada francis cromarty jang roepanja tiada mengerti|phileas fogg memandang kepada francis cromarty jang roepanja tiada mengerti
80hari_11_verne_128kb_0181|kedoeanja bertanja kepada condecteur|kedoeanja bertanja kepada condecteur
80hari_11_verne_128kb_0182|keréta api tiada teroes|keréta api tiada teroes
80hari_11_verne_128kb_0185|disitoelah djalan keréta api moelai poela|disitoelah djalan keréta api moelai poela
80hari_11_verne_128kb_0186|tetapi toean condecteur  soerat soerat kabar mengatakan  bahwa djalan keréta api soedah selesai dan soedah diboeka oentoek orang banjak|tetapi toean condecteur  soerat soerat kabar mengatakan  bahwa djalan keréta api soedah selesai dan soedah diboeka oentoek orang banjak
80hari_11_verne_128kb_0196|kemoedian phileas fogg berkata|kemoedian phileas fogg berkata
80hari_11_verne_128kb_0203|sajapoen ta  tahoe|sajapoen ta  tahoe
80hari_11_verne_128kb_0205|tetapi meroegikanpoen alangan itoe tiada padakoe|tetapi meroegikanpoen alangan itoe tiada padakoe
80hari_11_verne_128kb_0246|maksoed jang sedemikian itoe boléh berhasil kalau gadjah itoe diberi makan goela dan mentéga tiga boelan lamanja|maksoed jang sedemikian itoe boléh berhasil kalau gadjah itoe diberi makan goela dan mentéga tiga boelan lamanja
80hari_11_verne_128kb_0248|bahwa makanan jang sematjam itoe ta  boléh menjebabkan galak perangai gadjah|bahwa makanan jang sematjam itoe ta  boléh menjebabkan galak perangai gadjah
80hari_11_verne_128kb_0249|tetapi sesoenggoehnja mémang demikianlah adanja|tetapi sesoenggoehnja mémang demikianlah adanja
80hari_11_verne_128kb_0258|apabila gadjah itoe soedah djinak|apabila gadjah itoe soedah djinak
80hari_11_verne_128kb_0265|mendengar perkataan jang empoenja gadjah itoe|mendengar perkataan jang empoenja gadjah itoe
80hari_11_verne_128kb_0284|karena itoe semoeanja soedah njata bergoena bagi keperloean pertaroehan jang besarnja dua puluh|karena itoe semoeanja soedah njata bergoena bagi keperloean pertaroehan jang besarnja dua puluh
80hari_11_verne_128kb_0306|djenderal itoe memperkenankan permintaan itoe|djenderal itoe memperkenankan permintaan itoe
80hari_11_verne_128kb_0308|habis itoe dibelilah barang dua makanan serba sedikit di khaltij|habis itoe dibelilah barang dua makanan serba sedikit di khaltij
80hari_11_verne_128kb_0312|djam poekoel sembilan berangkatlah|djam poekoel sembilan berangkatlah
80hari_12_verne_128kb_0001|dan apa jang terdjadi kemoedian|dan apa jang terdjadi kemoedian
80hari_12_verne_128kb_0004|orang parsi itoe mengatakan|orang parsi itoe mengatakan
80hari_12_verne_128kb_0005|bahwa perdjalanan menempoeh djalan memintas itoe berkoerang doea poeloeh mijl|bahwa perdjalanan menempoeh djalan memintas itoe berkoerang doea poeloeh mijl
80hari_12_verne_128kb_0009|kedoeanja tergoentjang goentjang badannja|kedoeanja tergoentjang goentjang badannja
80hari_12_verne_128kb_0018|maka oléh passepartout diingatnjalah dengan soenggoeh soenggoeh akan nasihat itoe|maka oléh passepartout diingatnjalah dengan soenggoeh soenggoeh akan nasihat itoe
80hari_12_verne_128kb_0020|seolah olah seperti seorang badoet jang djenaka lakoenja dalam komidi jang sedang menoendjoekkan permainannja melompat lompat diatas papan|seolah olah seperti seorang badoet jang djenaka lakoenja dalam komidi jang sedang menoendjoekkan permainannja melompat lompat diatas papan
80hari_12_verne_128kb_0031|soenggoeh toean ini amat koeat seolah olah dari besi badannja|soenggoeh toean ini amat koeat seolah olah dari besi badannja
80hari_12_verne_128kb_0034|djam poekoel doea belas pawang gadjah memberi tahoe akan berangkat  lagi|djam poekoel doea belas pawang gadjah memberi tahoe akan berangkat  lagi
80hari_12_verne_128kb_0058|hendak didjoealkah barangkali gadjah itoe kelak  atau dilepaskan lagi kedalam hoetan|hendak didjoealkah barangkali gadjah itoe kelak  atau dilepaskan lagi kedalam hoetan
80hari_12_verne_128kb_0073|pawang gadjah tidoerlah dekat gadjahnja jang tidoer joega tengah berdiri dan bersandar pada pohon jang besar|pawang gadjah tidoerlah dekat gadjahnja jang tidoer joega tengah berdiri dan bersandar pada pohon jang besar
80hari_12_verne_128kb_0076|tetapi binatang binatang itoe hanja berboenji sadja tiada menganggoe meréka jang tidoer itoe|tetapi binatang binatang itoe hanja berboenji sadja tiada menganggoe meréka jang tidoer itoe
80hari_12_verne_128kb_0080|phileas fogg tidoernja tiada beroebah seperti jang biasa diroemahnja di saville row|phileas fogg tidoernja tiada beroebah seperti jang biasa diroemahnja di saville row
80hari_12_verne_128kb_0087|maka pawang gadjah itoe mendjalankan gadjahnja sedapat dapatnja ditempat tempat jang ta  didiami orang|maka pawang gadjah itoe mendjalankan gadjahnja sedapat dapatnja ditempat tempat jang ta  didiami orang
80hari_12_verne_128kb_0090|station allahabad djaoehnja masih doea belas mijl ketimoer laoet|station allahabad djaoehnja masih doea belas mijl ketimoer laoet
80hari_12_verne_128kb_0103|ia mendjawab pertanjaan itoe  katanja|ia mendjawab pertanjaan itoe  katanja
80hari_12_verne_128kb_0104|saja tiada tahoe  toean djenderal|saja tiada tahoe  toean djenderal
80hari_12_verne_128kb_0117|ia sendiri bersiap dirilah|ia sendiri bersiap dirilah
80hari_12_verne_128kb_0156|adalah perhiasan jang indah indah jang bertatahkan ratna moetoe manikam  seperti|adalah perhiasan jang indah indah jang bertatahkan ratna moetoe manikam  seperti
80hari_12_verne_128kb_0159|dan tertoetoep dengan badjoe soetera tipis|dan tertoetoep dengan badjoe soetera tipis
80hari_12_verne_128kb_0179|phileas fogg mendengarkan pertanjaan francis cromarty kepada orang parsi|phileas fogg mendengarkan pertanjaan francis cromarty kepada orang parsi
80hari_12_verne_128kb_0181|apakah sutty itoe|apakah sutty itoe
80hari_12_verne_128kb_0191|benar demikian beloem hilangkah  adat dan isti adat jang demikian itoe di hindia ini|benar demikian beloem hilangkah  adat dan isti adat jang demikian itoe di hindia ini
80hari_12_verne_128kb_0196|pada sebahagian besar tanah hindia koerban manoesia jang sematjam itoe sekarang tiada dilakoekan orang lagi|pada sebahagian besar tanah hindia koerban manoesia jang sematjam itoe sekarang tiada dilakoekan orang lagi
80hari_12_verne_128kb_0211|maka orang itoe seolah olah memboenoeh diri dalam api itoe|maka orang itoe seolah olah memboenoeh diri dalam api itoe
80hari_12_verne_128kb_0246|djawab fogg  ja benar  saja masih ada témpoh doea belas djam|djawab fogg  ja benar  saja masih ada témpoh doea belas djam
80hari_13_verne_128kb_0004|sesoenggoehnja amat mengoeatirkan kepada si penolong sendiri dan banjaklah hal hal jang akan mengalanginja|sesoenggoehnja amat mengoeatirkan kepada si penolong sendiri dan banjaklah hal hal jang akan mengalanginja
80hari_13_verne_128kb_0102|katanja  itoelah sahadja|katanja  itoelah sahadja
80hari_13_verne_128kb_0106|sekonjong konjong pawang gadjah berhentilah pada soeatoe tempat dalam hoetan jang ta  ada bertoemboeh toemboehan dan terang karena dahan dahan jang dibakar itoe|sekonjong konjong pawang gadjah berhentilah pada soeatoe tempat dalam hoetan jang ta  ada bertoemboeh toemboehan dan terang karena dahan dahan jang dibakar itoe
80hari_13_verne_128kb_0113|tetapi merasa sajanglah meréka keempat itoe dengan tiada hingganja|tetapi merasa sajanglah meréka keempat itoe dengan tiada hingganja
80hari_13_verne_128kb_0118|sebab itoe ia kembali bersama sama temannja kedalam hoetan|sebab itoe ia kembali bersama sama temannja kedalam hoetan
80hari_13_verne_128kb_0135|fogg dengan teman temannja mengira  bahwa  pendjaga pendjaga itoe ta  akan tidoer|fogg dengan teman temannja mengira  bahwa  pendjaga pendjaga itoe ta  akan tidoer
80hari_13_verne_128kb_0146|waktoe itoe malampoen amat gelapnja|waktoe itoe malampoen amat gelapnja
80hari_13_verne_128kb_0148|tetapi sesoenggoehnja sampai dibelakang roemah berhala itoe sekalipoen beloem dapat akan menjampaikan maksoed itoe|tetapi sesoenggoehnja sampai dibelakang roemah berhala itoe sekalipoen beloem dapat akan menjampaikan maksoed itoe
80hari_13_verne_128kb_0152|djadi ta  soesah memboeat loebang dengan pisau itoe|djadi ta  soesah memboeat loebang dengan pisau itoe
80hari_13_verne_128kb_0159|laloe jang lain toeroet berzikir poela  ramai ramai|laloe jang lain toeroet berzikir poela  ramai ramai
80hari_13_verne_128kb_0161|tahoekah orang perboeatan fogg dengan teman temannja itoe|tahoekah orang perboeatan fogg dengan teman temannja itoe
80hari_13_verne_128kb_0166|sambil menoenggoe hingga orang orang itoe berhenti zikir|sambil menoenggoe hingga orang orang itoe berhenti zikir
80hari_13_verne_128kb_0170|sajang betoel segala ichtiar dan oesaha keempat meréka akan menolong djiwa perempoean itoe sia sia belaka|sajang betoel segala ichtiar dan oesaha keempat meréka akan menolong djiwa perempoean itoe sia sia belaka
80hari_13_verne_128kb_0178|ja toean djenderal  bagaimana lagi  segala ichtiarpoen telah kita lakoekan|ja toean djenderal  bagaimana lagi  segala ichtiarpoen telah kita lakoekan
80hari_13_verne_128kb_0182|toean fogg ada pengharapan apa lagi|toean fogg ada pengharapan apa lagi
80hari_13_verne_128kb_0191|apabila perempoean itoe telah dibawa ketempat pembakaran|apabila perempoean itoe telah dibawa ketempat pembakaran
80hari_13_verne_128kb_0196|pawang gadjah merasa koeatir|pawang gadjah merasa koeatir
80hari_13_verne_128kb_0198|laloe dibawanja fogg dengan temannja kepada soeatoe tempat dalam hoetan jang ta  djaoeh dari roemah berhala jang terboeka itoe|laloe dibawanja fogg dengan temannja kepada soeatoe tempat dalam hoetan jang ta  djaoeh dari roemah berhala jang terboeka itoe
80hari_13_verne_128kb_0209|passepartout tiada maoe menerangkan maksoednja itoe kepada teman temannja|passepartout tiada maoe menerangkan maksoednja itoe kepada teman temannja
80hari_13_verne_128kb_0219|fogg dengan cromarty dapat melihat perempoean jang hendak dikoerbankan itoe dengan seterang terangnja karena tjahaja itoe|fogg dengan cromarty dapat melihat perempoean jang hendak dikoerbankan itoe dengan seterang terangnja karena tjahaja itoe
80hari_13_verne_128kb_0223|karena ingat kepada kematiannja jang soedah hampir itoe|karena ingat kepada kematiannja jang soedah hampir itoe
80hari_13_verne_128kb_0224|kemoedian perempoean itoe mempergoenakan tangannja saboléh boléhnja|kemoedian perempoean itoe mempergoenakan tangannja saboléh boléhnja
80hari_13_verne_128kb_0236|dari djaoeh tampaklah toeboeh perempoean jang pingsan itoe diletakkan dekat majat radja diatas pantjaka|dari djaoeh tampaklah toeboeh perempoean jang pingsan itoe diletakkan dekat majat radja diatas pantjaka
80hari_14_verne_128kb_0001|kiri kanan soengai ganges jang amat indah indah pemandangannja|kiri kanan soengai ganges jang amat indah indah pemandangannja
80hari_14_verne_128kb_0006|djenderal francis cromarty menoendjoekkan tangannja kepada boedjang phileas fogg jang berani itoe akan tanda kesoekaan|djenderal francis cromarty menoendjoekkan tangannja kepada boedjang phileas fogg jang berani itoe akan tanda kesoekaan
80hari_14_verne_128kb_0024|gadjah itoe sampailah kepada sebidang tanah lapang jang amat loeas|gadjah itoe sampailah kepada sebidang tanah lapang jang amat loeas
80hari_14_verne_128kb_0029|djenderal cromarty telah kenal akan keadaan dan kesoedahan orang maboek jang sematjam itoe|djenderal cromarty telah kenal akan keadaan dan kesoedahan orang maboek jang sematjam itoe
80hari_14_verne_128kb_0062|tengah passepartout melakoekan perintah toeannja itoe|tengah passepartout melakoekan perintah toeannja itoe
80hari_14_verne_128kb_0068|di regent street ta  ada dapat|di regent street ta  ada dapat
80hari_14_verne_128kb_0095|ia tjakap berkata kata dalam bahasa inggeris dengan tjoekoep|ia tjakap berkata kata dalam bahasa inggeris dengan tjoekoep
80hari_14_verne_128kb_0099|orang parsi pawang gadjah itoe bernantilah|orang parsi pawang gadjah itoe bernantilah
80hari_14_verne_128kb_0122|passepartout sekali kali tiada terkedjoet|passepartout sekali kali tiada terkedjoet
80hari_14_verne_128kb_0123|ia mengoesap oesap kepala gadjah itoe dengan tangannja|ia mengoesap oesap kepala gadjah itoe dengan tangannja
80hari_14_verne_128kb_0142|sedang jang menolong itoe ialah passepartout|sedang jang menolong itoe ialah passepartout
80hari_14_verne_128kb_0171|tentera djenderal itoe tempatnja beberapa mijl sebelah oetara kota benares|tentera djenderal itoe tempatnja beberapa mijl sebelah oetara kota benares
80hari_14_verne_128kb_0176|adapoen aouda itoe hantjoerlah rasa hatinja akan ditinggalkan oléh djenderal francis|adapoen aouda itoe hantjoerlah rasa hatinja akan ditinggalkan oléh djenderal francis
80hari_14_verne_128kb_0195|meréka itoe semoeanja beragama berahma|meréka itoe semoeanja beragama berahma
80hari_14_verne_128kb_0202|soenggoeh ta  boléh diterangkan|soenggoeh ta  boléh diterangkan
80hari_14_verne_128kb_0227|seharipoen ta  koerang ta  lebih dari waktoe jang ditentoekan itoe|seharipoen ta  koerang ta  lebih dari waktoe jang ditentoekan itoe
80hari_14_verne_128kb_0228|sajanglah waktoe keoentoengan doea hari tatkala phileas fogg berdjalan ditanah bombay itoe hilang sadja|sajanglah waktoe keoentoengan doea hari tatkala phileas fogg berdjalan ditanah bombay itoe hilang sadja
80hari_15_verne_128kb_0005|oentoek menoempangkan aouda dikapal itoe|oentoek menoempangkan aouda dikapal itoe
80hari_15_verne_128kb_0025|boléhkah njonja moeda ini mengikoet kami|boléhkah njonja moeda ini mengikoet kami
80hari_15_verne_128kb_0068|passepartout masih beloem pertjaja dan senantiasa mengandoeng koeatir djoea|passepartout masih beloem pertjaja dan senantiasa mengandoeng koeatir djoea
80hari_15_verne_128kb_0076|toean obadiah mengambil pruiknjadari dinding  laloe dipakainja dikepalanja|toean obadiah mengambil pruiknjadari dinding  laloe dipakainja dikepalanja
80hari_15_verne_128kb_0085|bagaimana seorang hakim dapat melakoekan ke adilannja  apabila ia memakai ramboet griffiernja|bagaimana seorang hakim dapat melakoekan ke adilannja  apabila ia memakai ramboet griffiernja
80hari_15_verne_128kb_0086|ramboet ramboet jang bertoekar itoe boléh dikembalikan kepada jang poenja|ramboet ramboet jang bertoekar itoe boléh dikembalikan kepada jang poenja
80hari_15_verne_128kb_0108|apa dia benar saja kira|apa dia benar saja kira
80hari_15_verne_128kb_0112|adapoen penda waan itoe  ja ni|adapoen penda waan itoe  ja ni
80hari_15_verne_128kb_0122|dan saja harap bahwa ketiga  oelama itoe akan mengakoe djoega atas perboeatannja diroemah berhala di pillaji|dan saja harap bahwa ketiga  oelama itoe akan mengakoe djoega atas perboeatannja diroemah berhala di pillaji
80hari_15_verne_128kb_0124|maka tertjenganglah ketiga  oelama itoe sambil memandang seorang kepada jang lain|maka tertjenganglah ketiga  oelama itoe sambil memandang seorang kepada jang lain
80hari_15_verne_128kb_0128|sedang meréka hendak mengoerbankan djiwa orang dalam api|sedang meréka hendak mengoerbankan djiwa orang dalam api
80hari_15_verne_128kb_0131|hakim bertanja lagi|hakim bertanja lagi
80hari_15_verne_128kb_0142|itoe sepatoekoe|itoe sepatoekoe
80hari_15_verne_128kb_0153|akan tetapi dari sebab fogg dengan teman temannja dalam perdjalanannja menolong djiwa aouda itoe|akan tetapi dari sebab fogg dengan teman temannja dalam perdjalanannja menolong djiwa aouda itoe
80hari_15_verne_128kb_0161|seraja mengamat amati dalam station itoe|seraja mengamat amati dalam station itoe
80hari_15_verne_128kb_0215|djadi terang apabila fogg ta  soeka mendjalankan hoekoemannja|djadi terang apabila fogg ta  soeka mendjalankan hoekoemannja
80hari_15_verne_128kb_0224|sepasang sepatoe jang mendjadi boekti dalam perkara itoe laloe diterimakan kembali kepada passepartout|sepasang sepatoe jang mendjadi boekti dalam perkara itoe laloe diterimakan kembali kepada passepartout
80hari_15_verne_128kb_0226|sepatoe tjelaka kau  mahal benar hargamoe|sepatoe tjelaka kau  mahal benar hargamoe
80hari_15_verne_128kb_0237|maka bendéranja terkibar dioedjoeng tiang sebagai tanda hampir berangkat|maka bendéranja terkibar dioedjoeng tiang sebagai tanda hampir berangkat
80hari_15_verne_128kb_0238|tatkala berboenji poekoel sebelas  fogg masih ada témpoh sedjam lamanja|tatkala berboenji poekoel sebelas  fogg masih ada témpoh sedjam lamanja
80hari_16_verne_128kb_0020|maka toeannja telah bertaroeh banjak banjak|maka toeannja telah bertaroeh banjak banjak
80hari_16_verne_128kb_0028|perkataan pawang gadjah|perkataan pawang gadjah
80hari_16_verne_128kb_0039|hal itoe aouda sendiripoen ta  dapat menentoekannja|hal itoe aouda sendiripoen ta  dapat menentoekannja
80hari_16_verne_128kb_0054|moela moela pelajaran kapal  rangoon  itoe selamat  sedikitpoen ta  ada halnja didjalan|moela moela pelajaran kapal  rangoon  itoe selamat  sedikitpoen ta  ada halnja didjalan
80hari_16_verne_128kb_0060|meréka isi poelau itoe masih amat rendah martabat kemanoesiaannja  kesopanannja|meréka isi poelau itoe masih amat rendah martabat kemanoesiaannja  kesopanannja
80hari_16_verne_128kb_0061|tetapi masih soeka makan sesama manoesia sebagai bangsa biadab jang lain  tiada|tetapi masih soeka makan sesama manoesia sebagai bangsa biadab jang lain  tiada
80hari_16_verne_128kb_0073|demikianlah fix berharap tidak kelihatan oléh passepartout|demikianlah fix berharap tidak kelihatan oléh passepartout
80hari_16_verne_128kb_0074|hingga sampai ke hongkong|hingga sampai ke hongkong
80hari_16_verne_128kb_0076|apa sebabnja ia toeroet berlajar dengan kapal  rangoon|apa sebabnja ia toeroet berlajar dengan kapal  rangoon
80hari_16_verne_128kb_0077|karena passepartout soenggoeh soenggoeh mengira  bahwa ia akan tinggal di bombay|karena passepartout soenggoeh soenggoeh mengira  bahwa ia akan tinggal di bombay
80hari_16_verne_128kb_0080|akan tetapi setelah ditimbang benar benar oléh fix|akan tetapi setelah ditimbang benar benar oléh fix
80hari_16_verne_128kb_0090|fix berharap menerima soerat perintah akan menangkap boeroeannja itoe di hongkong|fix berharap menerima soerat perintah akan menangkap boeroeannja itoe di hongkong
80hari_16_verne_128kb_0092|setelah bersendjata dengan soerat perintah itoe|setelah bersendjata dengan soerat perintah itoe
80hari_16_verne_128kb_0121|apabila passepartout telah mendengar keadaan jang sebenarnja|apabila passepartout telah mendengar keadaan jang sebenarnja
80hari_16_verne_128kb_0124|akan tetapi maksoed fix jang demikian itoe amat banjak mengandoeng koeatir kalau dilakoekannja|akan tetapi maksoed fix jang demikian itoe amat banjak mengandoeng koeatir kalau dilakoekannja
80hari_16_verne_128kb_0125|maka dari sebab itoe|maka dari sebab itoe
80hari_16_verne_128kb_0146|ia berpikir  wah  barangkali perempoean itoe dilarikan oléh fogg|ia berpikir  wah  barangkali perempoean itoe dilarikan oléh fogg
80hari_16_verne_128kb_0169|fix merasa ta  soesah akan mendapat segala keterangan dari passepartout jang soeka bertjakap tjakap itoe|fix merasa ta  soesah akan mendapat segala keterangan dari passepartout jang soeka bertjakap tjakap itoe
80hari_16_verne_128kb_0181|hai toean fix   adjaib benar pertemoean kita ini|hai toean fix   adjaib benar pertemoean kita ini
80hari_16_verne_128kb_0192|dari sebab itoe maka saja tinggal didalam bilik sahadja|dari sebab itoe maka saja tinggal didalam bilik sahadja
80hari_16_verne_128kb_0196|djawab passepartout|djawab passepartout
80hari_18_verne_128kb_0015|karena angin teroes meneroes memoekoel alat alat kapal itoe|karena angin teroes meneroes memoekoel alat alat kapal itoe
80hari_18_verne_128kb_0027|tapi alangan jang sematjam itoe sadja|tapi alangan jang sematjam itoe sadja
80hari_18_verne_128kb_0046|sampai pada ketika itoe maka perdjalanan toeannja itoe|sampai pada ketika itoe maka perdjalanan toeannja itoe
80hari_18_verne_128kb_0049|tetapi sekarang akan dapat sialkah toeannja itoe|tetapi sekarang akan dapat sialkah toeannja itoe
80hari_18_verne_128kb_0050|djikalau passepartout ingat akan pertanjaan itoe|djikalau passepartout ingat akan pertanjaan itoe
80hari_18_verne_128kb_0055|hingga ia merasa seolah olah hendak menampar laoet jang tiada menoeroet kehendaknja itoe|hingga ia merasa seolah olah hendak menampar laoet jang tiada menoeroet kehendaknja itoe
80hari_18_verne_128kb_0065|djoeroemoedi dan matros matros|djoeroemoedi dan matros matros
80hari_18_verne_128kb_0072|memberi tanda bahwa angin beloem akan lekas berhenti|memberi tanda bahwa angin beloem akan lekas berhenti
80hari_18_verne_128kb_0094|akan tetapi si tjerdik fix itoe poera poera menghiboetkan kedoekaan hatinja itoe dengan berkata|akan tetapi si tjerdik fix itoe poera poera menghiboetkan kedoekaan hatinja itoe dengan berkata
80hari_18_verne_128kb_0115|habis itoe fogg menoedjoe biliknja dengan perdjalanannja seperti seboeah mesin sebagaimana kebiasaannja|habis itoe fogg menoedjoe biliknja dengan perdjalanannja seperti seboeah mesin sebagaimana kebiasaannja
80hari_18_verne_128kb_0118|loods  mémang engkaulah seorang jang baik boedi|loods  mémang engkaulah seorang jang baik boedi
80hari_18_verne_128kb_0133|oléh karena itoe kapal di jokohama ta  akan berangkat  sebeloem kapal dari hongkong datang|oléh karena itoe kapal di jokohama ta  akan berangkat  sebeloem kapal dari hongkong datang
80hari_18_verne_128kb_0139|djadi fogg masih ada témpoh enam belas djam lamanja akan menjiapkan keperloeannja|djadi fogg masih ada témpoh enam belas djam lamanja akan menjiapkan keperloeannja
80hari_18_verne_128kb_0145|maka aoudapoen dibawanjalah keroemah makan hotel van de club  diiringkan oléh phileas fogg|maka aoudapoen dibawanjalah keroemah makan hotel van de club  diiringkan oléh phileas fogg
80hari_18_verne_128kb_0152|adalah seorang diantara saudagar saudagar jang kaja kaja didalam kota hongkong|adalah seorang diantara saudagar saudagar jang kaja kaja didalam kota hongkong
80hari_18_verne_128kb_0160|jang ia boléh banjak mendapat kenalan berhoeboeng dengan perdagangannja|jang ia boléh banjak mendapat kenalan berhoeboeng dengan perdagangannja
80hari_20_verne_128kb_0033|setelah tandoe datang|setelah tandoe datang
80hari_20_verne_128kb_0038|fogg jang berharap akan bertemoe dengan kapal dan boedaknja disitoe  tiada melihat soeatoe apa|fogg jang berharap akan bertemoe dengan kapal dan boedaknja disitoe  tiada melihat soeatoe apa
80hari_20_verne_128kb_0048|maka dengan pengharapan besar aoudapoen menjamboeng bertanja  katanja|maka dengan pengharapan besar aoudapoen menjamboeng bertanja  katanja
80hari_20_verne_128kb_0074|pengharapan inspecteur jang senantiasa ta  berkepoetoesan itoe  maka binasalah sekarang|pengharapan inspecteur jang senantiasa ta  berkepoetoesan itoe  maka binasalah sekarang
80hari_20_verne_128kb_0086|adakah kapalmoe jang sedia akan berangkat sekarang|adakah kapalmoe jang sedia akan berangkat sekarang
80hari_20_verne_128kb_0094|tidak  boeat berlajar djaoeh|tidak  boeat berlajar djaoeh
80hari_20_verne_128kb_0105|saja soeka membajar seratoes pond sehari|saja soeka membajar seratoes pond sehari
80hari_20_verne_128kb_0117|maka djawab aouda|maka djawab aouda
80hari_20_verne_128kb_0119|djoeroemoedi kembalilah menoedjoe phileas fogg dengan memegang kopiahnja|djoeroemoedi kembalilah menoedjoe phileas fogg dengan memegang kopiahnja
80hari_20_verne_128kb_0121|bagaimanakah  hai djoeroemoedi|bagaimanakah  hai djoeroemoedi
80hari_20_verne_128kb_0125|lain dari pada itoe|lain dari pada itoe
80hari_20_verne_128kb_0148|tahoe benarkah engkau barang apa jang kau katakan itoe|tahoe benarkah engkau barang apa jang kau katakan itoe
80hari_20_verne_128kb_0151|tanggal sebelas petang hari poekoel enam|tanggal sebelas petang hari poekoel enam
80hari_20_verne_128kb_0159|sedang djaoehnja perdjalanan hanja delapan ratoes mijl|sedang djaoehnja perdjalanan hanja delapan ratoes mijl
